epoch,train_loss,train_accuracy,val_loss,val_accuracy,elapsed_seconds
1,1.4450999087300793,0.4963235294117647,1.2693692525227864,0.5459989112683723,62.399510622024536
2,1.067273903509666,0.6631263616557734,1.0172612388928732,0.6995100707675558,50.94569492340088
3,0.9435426818913427,0.7207244008714597,0.936798346042633,0.7283614589003811,51.44989514350891
